W001 W002 W003 W004 W005 W006 W007 W008 W009 W010 W011 W012 W013 W014 W015 W016 W017 W018 W019 W020 W021 W022 W023
-64.0 -70 -89.0 -100.0 -100.0 -91.0 -100.0 -55 -89.0 -89.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -89.0 -100.0 -100.0 -89.0 -100.0 -89.0
-67.0 -64 -90.0 -100.0 -100.0 -100.0 -90.0 -34 -100.0 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -87.0 -100.0 -85.0 -100.0 -100.0
-68.0 -63 -89.0 -100.0 -90.0 -88.0 -100.0 -43 -86.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -88.0 -100.0 -84.0 -100.0 -100.0
-73.0 -60 -85.0 -100.0 -100.0 -86.0 -100.0 -46 -84.0 -91.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -84.0 -100.0 -100.0
-78.0 -61 -86.0 -100.0 -100.0 -88.0 -100.0 -36 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -100.0 -100.0 -89.0
-65.0 -48 -85.0 -100.0 -100.0 -100.0 -90.0 -47 -87.0 -89.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -85.0 -100.0 -88.0 -100.0 -100.0
-69.0 -62 -78.0 -100.0 -100.0 -100.0 -100.0 -42 -90.0 -91.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -86.0 -90.0 -89.0 -100.0 -100.0
-65.0 -63 -79.0 -100.0 -100.0 -88.0 -90.0 -47 -100.0 -88.0 -100.0 -87.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -87.0 -100.0 -85.0 -100.0 -90.0
-62.0 -72 -79.0 -100.0 -100.0 -90.0 -100.0 -38 -90.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -92.0 -88.0 -100.0 -82.0 -100.0 -89.0
-67.0 -59 -81.0 -100.0 -100.0 -91.0 -100.0 -53 -89.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -89.0 -89.0 -100.0 -100.0 -100.0 -89.0
-65.0 -64 -82.0 -100.0 -100.0 -86.0 -93.0 -37 -100.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -83.0 -100.0 -88.0
-75.0 -60 -89.0 -100.0 -100.0 -87.0 -100.0 -33 -93.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -86.0 -100.0 -86.0 -100.0 -89.0 -100.0 -88.0
-64.0 -65 -89.0 -100.0 -100.0 -86.0 -93.0 -45 -100.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -83.0 -100.0 -88.0
-76.0 -60 -87.0 -100.0 -92.0 -87.0 -100.0 -42 -100.0 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -88.0 -100.0 -89.0 -100.0 -91.0
-100.0 -71 -100.0 -100.0 -100.0 -100.0 -100.0 -88 -82.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-65.0 -59 -83.0 -100.0 -100.0 -91.0 -100.0 -41 -84.0 -88.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -100.0 -100.0 -89.0
-65.0 -61 -80.0 -100.0 -100.0 -88.0 -100.0 -46 -84.0 -89.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -100.0 -100.0 -89.0
-63.0 -66 -85.0 -100.0 -100.0 -88.0 -100.0 -51 -100.0 -88.0 -100.0 -87.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -88.0 -100.0 -85.0 -100.0 -90.0
-65.0 -63 -79.0 -100.0 -92.0 -86.0 -90.0 -45 -88.0 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -88.0 -100.0 -85.0 -100.0 -91.0
-78.0 -61 -86.0 -100.0 -100.0 -88.0 -100.0 -36 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -89.0 -100.0 -100.0 -100.0 -89.0
-63.0 -63 -79.0 -100.0 -100.0 -100.0 -90.0 -52 -100.0 -85.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -87.0 -100.0 -85.0 -100.0 -90.0
