W001 W002 W003 W004 W005 W006 W007 W008 W009 W010 W011 W012 W013 W014 W015 W016 W017 W018 W019 W020 W021 W022 W023
-83.0 -56 -80 -100.0 -100.0 -100.0 -83.0 -48 -89 -66.0 -100.0 -81.0 -100.0 -90.0 -86.0 -82.0 -85.0 -84.0 -76.0 -100.0 -74.0 -100.0 -82.0
-83.0 -56 -80 -100.0 -100.0 -100.0 -83.0 -48 -89 -66.0 -100.0 -81.0 -100.0 -90.0 -86.0 -82.0 -85.0 -84.0 -76.0 -100.0 -74.0 -100.0 -82.0
-85.0 -48 -75 -100.0 -100.0 -100.0 -100.0 -58 -80 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-85.0 -48 -75 -100.0 -100.0 -100.0 -100.0 -58 -80 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-85.0 -48 -75 -100.0 -100.0 -100.0 -100.0 -58 -80 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-81.0 -49 -79 -100.0 -100.0 -100.0 -89.0 -57 -82 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -86.0
-81.0 -49 -79 -100.0 -100.0 -100.0 -89.0 -57 -82 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -86.0
-81.0 -49 -79 -100.0 -100.0 -100.0 -89.0 -57 -82 -87.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -86.0
-84.0 -47 -77 -100.0 -100.0 -100.0 -89.0 -60 -82 -87.0 -100.0 -72.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -86.0
-84.0 -47 -77 -100.0 -100.0 -100.0 -89.0 -60 -82 -87.0 -100.0 -72.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -86.0
