W001 W002 W003 W004 W005 W006 W007 W008 W009 W010 W011 W012 W013 W014 W015 W016 W017 W018 W019 W020 W021 W022 W023
-100.0 -71 -100.0 -100.0 -100.0 -100.0 -100.0 -88 -82.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-100.0 -71 -100.0 -100.0 -100.0 -100.0 -100.0 -88 -82.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-100.0 -71 -100.0 -100.0 -100.0 -100.0 -100.0 -88 -82.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0
-72.0 -69 -80.0 -100.0 -100.0 -100.0 -100.0 -54 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-72.0 -69 -80.0 -100.0 -100.0 -100.0 -100.0 -54 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-67.0 -65 -80.0 -100.0 -100.0 -87.0 -100.0 -47 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-67.0 -65 -80.0 -100.0 -100.0 -87.0 -100.0 -47 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-66.0 -67 -80.0 -100.0 -100.0 -90.0 -100.0 -38 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-66.0 -67 -80.0 -100.0 -100.0 -90.0 -100.0 -38 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -89.0 -100.0 -100.0 -100.0 -100.0
-71.0 -67 -87.0 -100.0 -100.0 -90.0 -100.0 -45 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -100.0 -100.0 -100.0
-71.0 -67 -87.0 -100.0 -100.0 -90.0 -100.0 -45 -100.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -100.0 -100.0 -100.0
-65.0 -63 -87.0 -100.0 -100.0 -90.0 -100.0 -39 -89.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -100.0 -100.0 -100.0
-65.0 -63 -87.0 -100.0 -100.0 -90.0 -100.0 -39 -89.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -91.0 -100.0 -100.0 -100.0 -100.0
-71.0 -72 -87.0 -100.0 -100.0 -90.0 -100.0 -45 -89.0 -90.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -88.0 -100.0 -100.0 -100.0 -100.0
